timestamp_ms,accelX_mps2,accelY_mps2,accelZ_mps2,gyroX_dps,gyroY_dps,gyroZ_dps,label
17083,-1.226,-0.924,10.572,2.472,3.914,3.922,0
17117,-0.153,-0.614,11.953,-3.319,-17.593,-17.654,0
17151,0.465,-0.611,11.494,-5.295,-48.851,-49.026,0
17185,-1.663,-0.926,10.725,-3.380,-82.047,-82.359,0
17219,0.618,-0.151,13.948,2.640,-136.711,-135.300,0
17253,6.416,-0.435,8.735,-9.338,-144.569,-145.103,0
17287,9.773,-0.116,4.598,-31.029,-101.685,-101.967,0
17321,-6.889,-2.786,0.908,-52.696,-146.690,-147.064,0
17355,8.610,-3.492,12.249,14.275,-68.306,-66.673,0
17389,-8.724,0.732,0.002,5.859,-85.915,-84.320,0
17423,19.600,3.142,4.304,45.135,23.613,23.529,0
17457,5.213,0.174,6.132,72.571,-54.405,-52.948,0
17491,10.429,10.464,6.938,14.015,-50.728,-49.026,0
17525,-9.387,-9.387,-9.387,-119.614,-4.311,-239.220,0
17559,-5.694,-5.694,7.694,150.978,150.978,-45.105,0
17593,3.231,-8.310,2.000,25.490,25.490,25.490,0
17627,-1.215,2.601,5.528,-42.694,109.207,107.841,0
17661,8.130,-0.122,4.904,-29.060,66.292,64.705,0
17695,8.896,1.261,6.596,-9.438,50.743,49.019,0
17729,5.059,2.319,6.447,4.227,5.875,5.882,0
17763,3.983,-2.284,8.728,2.380,15.633,15.686,0
17797,7.825,4.322,7.068,-7.462,3.876,1.961,0
17831,5.513,1.247,8.742,14.107,7.866,7.843,0
17865,6.286,0.791,7.054,6.210,21.507,21.568,0
17899,4.600,4.616,4.616,58.823,-156.868,-156.868,0
17933,0.769,-9.080,-9.080,-6.317,21.454,-209.808,0
17967,0.000,0.000,0.000,11.719,-152.946,-152.946,0
18001,-0.001,-0.001,-0.001,-0.008,-0.008,-3.914,0
18035,-0.308,-0.308,-0.308,-3.929,-3.929,-3.929,0
18069,-4.001,0.904,2.308,17.693,17.647,17.647,0
18104,-0.001,-0.001,-0.001,129.410,129.410,-29.083,0
18138,4.896,1.858,6.905,-15.282,-23.499,-23.537,0
18172,5.502,2.780,6.449,-7.492,-7.843,-7.851,0
18206,2.144,11.657,3.418,66.574,13.931,13.725,0
18240,8.736,-12.842,13.438,100.273,25.780,25.490,0
18274,0.928,2.303,7.826,0.389,-13.672,-11.772,0
18308,5.051,2.472,7.214,-9.407,-5.898,-5.890,0
18342,6.588,3.704,7.678,-38.681,11.566,9.804,0
18376,4.440,4.922,5.844,-32.913,-5.989,-5.890,0
18410,5.354,1.093,6.749,-25.055,9.666,7.843,0
18444,4.278,3.388,8.444,-13.252,15.572,13.725,0
18478,5.509,2.627,9.207,-30.792,-7.935,-7.851,0
18512,1.832,3.685,7.219,-21.126,-7.896,-7.851,0
18546,5.664,2.167,7.672,-7.431,9.735,7.843,0
18580,4.900,1.705,10.123,-13.168,-3.960,-3.929,0
18614,4.283,3.082,7.829,-13.283,-31.303,-31.380,0
18648,4.128,3.694,8.905,-1.511,-25.398,-25.497,0
18682,2.139,4.913,2.932,33.348,68.489,68.626,0
18716,0.455,5.519,11.058,33.752,-17.448,-15.694,0
18750,0.941,3.222,9.516,-7.339,15.594,13.725,0
18784,4.742,2.470,6.601,10.094,35.194,35.294,0
18818,0.325,5.366,10.138,-3.403,85.922,84.312,0
18852,-1.837,4.898,6.916,15.968,84.045,84.312,0
18886,1.232,4.757,10.442,14.191,-25.337,-23.537,0
18920,3.529,1.853,11.503,-20.912,-19.615,-19.615,0
18954,5.521,2.781,8.901,4.349,-15.610,-13.733,0
18988,2.901,4.456,6.302,-23.125,5.768,3.922,0
19022,1.531,5.830,6.767,27.679,68.466,68.626,0
19056,-1.844,7.810,7.541,70.686,168.243,168.625,0
19090,1.249,2.764,7.368,68.726,68.626,68.626,0
19124,-9.509,3.641,16.568,32.074,7.935,7.843,0
19158,1.991,9.051,7.699,-32.822,52.605,50.980,0
19192,-2.135,6.276,10.294,-9.254,-76.210,-76.477,0
19226,-8.424,7.631,6.467,17.899,-35.088,-33.340,0
19260,3.385,-1.366,5.819,-19.249,29.221,27.451,0
19294,1.975,7.978,8.155,-50.377,1.755,0.000,0
19328,-1.526,6.125,9.987,12.215,-109.329,-107.849,0
19362,-1.235,1.987,9.357,12.184,-70.267,-68.634,0
19396,-1.539,5.818,11.672,-15.045,-21.545,-21.576,0
19430,-4.142,1.209,12.880,4.547,-171.860,-170.593,0
19464,0.601,2.608,4.609,8.041,-119.110,-117.653,0
19498,5.355,5.385,7.378,4.272,-41.000,-39.223,0
19532,3.532,4.459,7.681,19.913,-101.486,-100.006,0
19566,2.296,7.672,0.796,27.382,-105.362,-103.928,0
19600,8.133,3.710,9.365,-3.441,83.969,82.352,0
19634,5.075,5.078,8.144,-5.455,-1.976,-1.968,0
19668,5.975,4.008,6.147,8.118,-7.782,-5.890,0
19702,6.597,3.551,5.992,0.298,-11.719,-9.811,0
19736,6.126,4.928,5.231,-5.600,-0.023,-0.008,0
19770,6.897,3.858,7.526,-5.486,9.743,7.843,0
