timestamp_ms,accelX_mps2,accelY_mps2,accelZ_mps2,gyroX_dps,gyroY_dps,gyroZ_dps,label
44657,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
44691,-0.154,-0.001,9.963,0.488,-1.953,-0.008,0
44725,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
44759,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
44793,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
44827,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
44861,-0.001,-0.001,9.809,0.481,-1.953,-0.008,0
44895,-0.154,-0.001,9.963,0.488,-1.953,-0.008,0
44929,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
44963,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
44997,-0.001,-0.001,9.809,0.481,-1.953,-0.008,0
45031,-0.154,-0.001,9.963,0.488,-1.953,-0.008,0
45065,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45099,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45133,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45167,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45201,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45235,-0.001,-0.001,9.809,0.481,-1.953,-0.008,0
45269,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45303,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45337,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45371,-0.001,-0.001,9.809,0.481,-1.953,-0.008,0
45405,-0.001,-0.001,9.809,0.481,-1.953,-0.008,0
45439,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45473,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45507,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45541,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45575,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45609,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45643,-0.154,-0.001,9.963,0.488,-1.953,-0.008,0
45677,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45711,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45745,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45779,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45813,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45847,-0.154,-0.001,9.963,0.488,-1.953,-0.008,0
45881,-0.154,-0.001,9.963,0.488,-1.953,-0.008,0
45915,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45949,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
45983,-0.154,-0.001,9.963,0.488,-1.953,-0.008,0
46017,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46051,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46085,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46119,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46153,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46187,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46221,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46255,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46289,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46323,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46357,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46391,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46425,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46459,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46493,-0.154,-0.001,9.963,0.488,-1.953,-0.008,0
46527,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46561,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46595,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46629,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
46663,-0.154,-0.001,9.809,0.481,-1.953,-0.008,0
