timestamp_ms,accelX_mps2,accelY_mps2,accelZ_mps2,gyroX_dps,gyroY_dps,gyroZ_dps,label
18921,-3.386,-3.386,-3.386,-43.144,-43.144,-43.144,0
18955,11.233,11.233,11.233,143.135,33.760,-33.340,0
18989,1.539,8.130,9.387,8.278,7.843,7.843,0
19023,-3.694,8.109,8.002,2.350,1.961,1.961,0
19057,15.234,9.256,18.312,-6.905,-5.890,-5.890,0
19091,-0.924,11.185,11.079,0.549,0.000,0.000,0
19125,-12.619,11.906,14.465,-7.095,-5.890,-5.890,0
19159,0.462,11.345,11.387,4.471,3.922,3.922,0
19193,-11.849,9.150,12.157,14.275,13.725,13.725,0
19227,4.463,4.463,4.463,56.862,186.272,186.272,0
19261,-16.158,-16.158,-16.158,-205.887,-205.887,-205.887,0
19295,2.616,2.616,-14.158,-180.397,-19.615,-19.615,0
19329,0.000,0.000,0.000,17.578,17.647,17.647,0
19363,3.693,3.693,3.693,47.058,-34.973,141.174,0
19397,-11.542,-4.491,-4.463,-56.870,-2.182,-1.968,0
19431,19.235,19.235,19.235,245.094,245.094,245.094,0
19465,0.000,0.000,0.000,-52.734,-50.987,-50.987,0
19499,-1.693,-1.693,-1.693,-21.576,32.043,-3.929,0
19533,8.925,3.560,12.926,-46.234,-45.105,-45.105,0
19567,-1.847,-1.847,-1.847,-23.537,-22.697,101.959,0
19601,-11.388,6.546,15.850,-18.745,-17.654,-17.654,0
19635,-1.847,-1.847,-1.847,-23.537,-10.689,-115.692,0
19669,19.543,13.565,13.388,8.476,7.843,7.843,0
19703,6.740,6.617,6.617,84.312,84.312,-15.694,0
19737,0.000,15.388,15.388,-13.733,-13.733,223.526,0
19771,6.155,6.155,-0.308,-3.929,-182.358,-182.358,0
19805,19.389,19.389,18.773,239.212,101.959,101.959,0
19839,-0.001,-0.001,-6.617,-84.320,245.094,245.094,0
19873,2.924,2.924,10.310,131.371,37.254,37.254,0
19907,4.616,4.616,2.154,27.451,-190.201,-190.201,0
19941,-9.849,-9.849,3.847,49.019,-33.340,-33.340,0
19975,-1.693,-1.693,6.617,84.312,-221.573,-221.573,0
20009,1.077,1.077,-7.387,-94.124,105.881,105.881,0
20043,-13.542,-13.542,-1.847,-23.537,205.879,205.879,0
20077,-0.154,-0.154,-2.463,-31.380,-225.494,-225.494,0
20111,1.847,1.847,1.385,17.647,54.901,54.901,0
20145,-2.463,-2.463,14.465,184.311,19.608,19.608,0
20179,6.925,6.925,13.695,174.507,101.959,101.959,0
20213,0.769,0.769,9.079,115.685,-33.340,-33.340,0
20247,-6.925,-6.925,8.925,113.724,-154.907,-154.907,0
20281,-0.154,-0.154,4.001,50.980,174.507,174.507,0
20315,-2.001,-2.001,-7.079,-90.202,25.490,25.490,0
20349,14.926,14.926,18.927,241.173,-233.337,-233.337,0
20383,1.231,1.231,17.388,221.565,180.389,180.389,0
20417,16.311,16.311,18.619,237.251,35.294,35.294,0
20451,-17.851,-17.851,-6.002,-76.477,-196.083,-196.083,0
20485,1.385,1.385,-10.618,-135.300,101.959,101.959,0
20519,13.695,13.695,-15.389,-196.083,-205.887,-205.887,0
20553,-1.386,-1.386,-8.618,-109.810,-1.968,-1.968,0
20587,-6.464,-6.464,-12.003,-152.946,76.469,76.469,0
20621,-5.079,-5.079,-8.926,-113.731,199.997,199.997,0
20655,-11.080,-11.080,14.619,186.272,96.077,96.077,0
20689,-2.617,-2.617,-1.386,-17.654,92.155,92.155,0
20723,-6.925,-6.925,6.925,88.234,-143.143,-143.143,0
20757,-1.078,-1.078,-1.232,-15.694,-174.515,-174.515,0
20791,18.619,18.619,4.001,50.980,227.448,227.448,0
20825,-3.694,-3.694,-5.848,-74.516,-11.772,-11.772,0
20859,2.462,2.462,-0.308,-3.929,60.783,60.783,0
20893,4.770,4.770,-18.005,-229.416,-209.808,-209.808,0
20927,3.847,3.847,-17.235,-219.612,-0.008,-0.008,0
20961,-2.770,-2.770,15.542,198.036,-58.830,-58.830,0
20995,3.693,3.693,-0.001,-0.008,176.468,176.468,0
21029,16.311,16.311,-17.697,-225.494,241.173,241.173,0
21063,-3.078,-3.078,13.234,168.625,-233.337,-233.337,0
21097,14.772,14.772,18.773,239.212,-13.733,-13.733,0
21131,-4.771,-4.771,15.388,196.075,-172.554,-172.554,0
21165,-17.697,-17.697,2.000,25.490,-178.436,-178.436,0
21199,-2.924,-2.924,-14.773,-188.240,131.371,131.371,0
21233,-5.694,-5.694,-4.771,-60.791,-33.340,-33.340,0
21267,-1.386,-1.386,10.310,131.371,207.840,207.840,0
21301,7.386,7.386,3.847,49.019,-111.771,-111.771,0
21335,19.081,19.081,11.079,141.174,66.666,66.666,0
21369,-6.464,-6.464,0.616,7.843,-111.771,-111.771,0
21403,-17.081,-17.081,-12.003,-152.946,131.371,131.371,0
21437,0.769,0.769,6.925,88.234,-76.477,-76.477,0
21471,-15.696,-15.696,-14.619,-186.279,29.411,29.411,0
21505,0.154,0.154,11.541,147.057,-245.102,-245.102,0
21539,14.619,14.619,-5.848,-74.516,245.094,245.094,0
21573,-0.924,-0.924,10.464,133.331,-17.654,-17.654,0
21607,8.156,8.156,2.308,29.411,-143.143,-143.143,0
21641,16.465,16.465,3.385,43.137,-205.887,-205.887,0
21675,1.693,1.693,-14.773,-188.240,182.350,182.350,0
21709,17.081,17.081,10.002,127.449,-186.279,-186.279,0
21743,-0.154,-0.154,-8.772,-111.771,-66.673,-66.673,0
21777,14.157,14.157,17.850,227.448,25.490,25.490,0
21811,10.925,10.925,5.078,64.705,-131.378,-131.378,0
21845,-2.617,-2.617,-11.542,-147.064,37.254,37.254,0
21879,18.312,18.312,-17.081,-217.651,107.841,107.841,0
21913,-3.540,-3.540,13.080,166.664,-113.731,-113.731,0
21947,1.847,1.847,3.078,39.215,-47.066,-47.066,0
21981,-0.154,-0.154,-0.462,-5.890,60.783,60.783,0
22015,-11.542,-11.542,-19.236,-245.102,-235.298,-235.298,0
22049,2.462,2.462,8.463,107.841,-221.573,-221.573,0
22083,-7.387,-7.387,11.695,149.017,-170.593,-170.593,0
22117,2.154,2.154,13.695,174.507,-29.419,-29.419,0
22151,9.079,9.079,8.002,101.959,-145.103,-145.103,0
22185,3.693,3.693,-0.924,-11.772,-156.868,-156.868,0
22219,3.693,3.693,-6.002,-76.477,-103.928,-103.928,0
22253,13.080,13.080,18.773,239.212,207.840,207.840,0
22287,-0.616,-0.616,-4.771,-60.791,103.920,103.920,0
22321,14.311,14.311,16.619,211.761,-237.259,-237.259,0
22355,-1.232,-1.232,14.003,178.429,192.154,192.154,0
22389,7.078,7.078,10.002,127.449,145.096,145.096,0
22423,-6.310,-6.310,-19.389,-247.063,229.408,229.408,0
22457,-3.386,-3.386,-8.464,-107.849,213.722,213.722,0
22491,-4.617,-4.617,-15.081,-192.162,141.174,141.174,0
22525,-1.847,-1.847,2.770,35.294,111.763,111.763,0
22559,17.388,17.388,-9.387,-119.614,237.251,237.251,0
22593,-3.694,-3.694,-5.233,-66.673,-162.750,-162.750,0
22627,-10.926,-10.926,-7.079,-90.202,-207.848,-207.848,0
22661,-1.539,-1.539,-1.539,-213.730,-213.730,-213.730,0
22695,-1.539,-1.539,-1.539,-19.615,46.791,45.097,0
22730,-10.311,-0.154,9.809,-145.103,-145.103,67.787,0
22764,5.232,5.232,10.137,90.195,90.195,105.820,0
22798,8.310,8.310,16.127,119.606,119.606,82.497,0
22832,-3.960,-0.935,9.959,2.441,-80.070,-78.438,0
22866,-3.369,-1.546,7.198,49.179,-68.169,-66.673,0
22900,0.000,-2.299,9.341,35.614,35.294,2.090,0
