accelX_mps2_mean,accelX_mps2_std,accelX_mps2_min,accelX_mps2_max,accelY_mps2_mean,accelY_mps2_std,accelY_mps2_min,accelY_mps2_max,accelZ_mps2_mean,accelZ_mps2_std,accelZ_mps2_min,accelZ_mps2_max,gyroX_dps_mean,gyroX_dps_std,gyroX_dps_min,gyroX_dps_max,gyroY_dps_mean,gyroY_dps_std,gyroY_dps_min,gyroY_dps_max,gyroZ_dps_mean,gyroZ_dps_std,gyroZ_dps_min,gyroZ_dps_max,accel_SMA,gyro_SMA,label
0.91006,9.008391866295266,-17.851,19.543,3.10684,8.395302961216602,-17.851,19.389,4.27768,10.061424898966896,-16.158,19.235,16.442880000000002,113.66674412179937,-205.887,245.094,-1.1173799999999978,120.16800475030357,-233.337,245.094,3.4865200000000027,127.03545134865595,-233.337,245.094,14.115785188887294,168.32179900538475,2
1.8862400000000001,9.398241660468804,-17.697,19.081,1.8862400000000001,9.398241660468804,-17.697,19.081,1.0891600000000006,11.113688556047283,-19.236,18.773,13.87868,141.61134714139834,-245.102,239.212,-22.35716,146.91650404384006,-245.102,245.094,-22.35716,146.91650404384006,-245.102,245.094,15.255167651771279,234.53432317341637,2
-0.38487999999999983,5.5567529486423,-17.697,17.388,0.8482000000000001,6.398728110224049,-17.697,17.388,4.21914,9.025582084253172,-19.389,19.501,-6.520120000000002,84.33728639404896,-247.063,211.761,6.801919999999999,103.24711318093863,-237.259,237.251,23.4774,138.97610044852155,-237.259,243.134,10.957353177459101,160.78686953222137,2
0.09675999999999997,2.0261663364238247,-4.135,4.74,2.7954200000000005,6.1665913419962965,-12.311,18.619,8.34388,5.977826267404006,-12.311,18.927,11.30436,63.70840962646188,-158.829,241.173,14.082959999999998,72.50364786177089,-158.829,241.173,8.0235,121.76206756994628,-225.494,241.173,11.002349772449575,121.05738494555654,2
0.73222,3.4140716567088716,-8.156,13.234,-0.6206199999999998,7.049384975026009,-15.389,18.773,0.7450800000000001,7.560559049192496,-15.389,18.773,22.234839999999995,98.6224225426346,-223.534,245.094,12.877519999999995,107.66577455259306,-241.18,245.094,5.053140000000001,130.78516667561254,-241.18,237.251,8.8052337434691,164.62678420940213,2
-0.60924,3.4687556467907705,-17.851,3.847,3.0691599999999992,5.322224958087529,-17.851,11.328,9.63468,6.156739782762714,-17.851,19.506,4.892460000000001,47.59031263548565,-60.219,221.565,10.642120000000002,49.30006662604266,-64.27,221.565,-6.6703600000000005,132.97151899726188,-247.063,219.604,12.186279142309154,130.10001088981448,2
-1.1982000000000002,2.297264726689068,-5.056,2.77,0.030280000000000022,6.173096996827839,-18.774,13.849,4.87984,8.245931640932925,-18.774,19.618,6.759919999999999,63.01345974224354,-207.848,249.016,3.1434400000000005,93.49649194906749,-207.848,249.016,7.9153800000000025,85.70168482874364,-200.005,247.055,9.656940814634337,109.97477060177862,2
0.24453999999999992,3.6966450879859445,-6.532,18.773,1.4326599999999998,8.487791195112939,-14.927,19.081,4.74898,9.563098975750487,-14.927,19.588,11.050600000000005,114.90047270484102,-203.926,247.055,15.578120000000002,122.2737264073371,-207.848,247.055,-10.92744,124.59353740163021,-239.22,221.565,12.33835476884277,176.89250149247408,2
-1.37762,3.160379561872599,-7.992,3.847,-0.4312599999999999,5.532920558856077,-8.772,18.773,-0.4312599999999999,5.532920558856077,-8.772,18.773,-9.827880000000002,60.65993235717579,-237.259,137.253,-7.6215,66.26956506764702,-237.259,137.253,4.322999999999999,69.58998161886727,-188.24,239.212,6.575220429652833,84.265968564422,2
0.22645999999999994,5.296045240766444,-12.465,19.543,2.0838,6.2196295053381965,-12.465,18.619,4.93574,9.463446791519376,-19.236,19.512,-6.220899999999999,66.20489328707555,-245.102,207.84,-3.46156,52.89621639652269,-158.829,178.429,-3.983260000000001,72.51396478084165,-162.75,178.429,11.216203142155123,80.52379784596768,2
-0.2566000000000001,5.417144085292205,-19.082,18.773,-1.23478,6.511059772323973,-19.236,9.957,-0.3986,10.173619212332994,-19.236,19.475,9.45024,80.12349688960644,-188.24,249.016,-12.683580000000005,85.58984202652861,-192.162,249.016,-15.773380000000001,82.77289443593011,-247.063,162.743,10.295218753807545,102.15460614056127,2
0.4310400000000001,6.54144236718977,-16.774,19.235,1.43,4.549004062339764,-5.384,19.235,0.59094,8.636397152275753,-18.158,19.235,0.9278000000000004,62.02639423434419,-203.926,245.094,1.176920000000001,59.25546823809528,-203.926,245.094,13.531780000000001,49.04555515748307,-39.223,245.094,8.91998166197612,66.87661572313502,2
